window_index,pod_name,cpu_usage_mcores,ram_usage_mi,disk_space_mb,disk_usage_mb,disk_ios,cpu_psi_some_us,sched_total_ms,dstate_total_ms,softirq_total_ms,pod_cpu_watts
0,hotel/consul,27.43,28.43,1023.944,0.0,0,205407.3495,130181.8449,0.6612,512.0953,0.1404
0,hotel/frontend,0.74,111.79,1941.604,0.0,0,0.0,0.0,0.0178,0.0,0.0786
0,hotel/geo,1.38,25.1,1941.524,0.0,0,14055.4849,8908.0014,0.0333,0.0,0.0774
0,hotel/jaeger,0.35,14.79,903.474,0.0,0,0.0,0.0,0.0084,0.0,0.0746
0,hotel/memcached-profile,0.42,7.62,901.714,0.0,0,0.0,0.0,0.0101,0.0,0.0746
0,hotel/memcached-rate,0.39,7.46,901.714,0.0,0,0.0,0.0,0.0094,0.0,0.0745
0,hotel/memcached-reserve,0.39,7.07,901.714,0.0,0,0.0,0.0,0.0094,0.0,0.0745
0,hotel/mongodb-geo,11.99,62.17,1222.894,0.0547,4,10479.9668,6641.9309,0.289,512.0953,0.1042
0,hotel/mongodb-profile,11.97,63.73,1222.894,0.0312,2,9173.0533,5813.643,0.2885,512.0953,0.1042
0,hotel/mongodb-rate,10.62,64.76,1222.894,0.0,0,8359.3147,5297.9166,0.256,512.0953,0.101
0,hotel/mongodb-recommendation,12.01,62.52,1222.894,0.0312,2,9493.617,6016.808,0.2895,512.0953,0.1042
0,hotel/mongodb-reservation,12.47,84.62,1222.894,0.0547,4,10553.943,6688.8151,0.3006,512.0953,0.106
0,hotel/mongodb-user,11.71,62.68,1222.894,0.0312,2,9740.2044,6173.0887,0.2823,512.0953,0.1035
0,hotel/profile,1.16,39.59,1941.524,0.0,0,13019.8176,8251.6223,0.028,0.0,0.0773
0,hotel/rate,1.46,32.07,1941.604,0.0,0,13093.7938,8298.5066,0.0352,0.0,0.0778
0,hotel/recommendation,1.4,23.41,1941.524,0.0,0,14450.0248,9158.0506,0.0337,0.0,0.0774
0,hotel/reservation,1.46,47.41,1941.524,0.0,0,13784.2387,8736.0926,0.0352,0.0,0.0783
0,hotel/search,0.61,29.32,1941.524,0.0,0,0.0,0.0,0.0147,0.0,0.0757
0,hotel/user,1.46,19.65,1941.524,0.0,0,16052.8433,10173.8753,0.0352,0.0,0.0774
0,sa1/customer-feedback,123.04,9907.73,13904.124,0.0,0,12329.3727,7814.0363,2.9657,512.0953,0.6797
0,sa2/customer-feedback,108.11,2981.15,7413.754,0.0,0,19998.2426,12674.3669,2.6059,512.0953,0.4273
0,sa3/customer-feedback,99.6,2953.05,7408.454,0.0,0,12526.6427,7939.0609,2.4007,512.0953,0.4059
0,sa4/customer-feedback,98.26,2947.24,7409.324,0.0,0,11638.9278,7376.4503,2.3685,512.0953,0.4025
0,sa5/customer-feedback,72.71,2946.09,7404.794,0.0,0,12748.5714,8079.7135,1.7526,512.0953,0.3408
0,sn1/compose-post-service,0.0,45.69,1073.884,0.0,0,0.0,0.0,0.0,0.0,0.0747
0,sn1/home-timeline-redis,4.8,2550.25,1775.204,0.0,0,31119.3367,19722.6276,0.1157,0.0,0.1646
0,sn1/home-timeline-service,0.0,85.47,1073.884,0.0,0,0.0,0.0,0.0,0.0,0.076
0,sn1/jaeger,0.55,2977.74,897.464,0.0,0,0.0,0.0,0.0133,0.0,0.1677
0,sn1/media-frontend,0.0,2027.57,1470.894,0.0,0,0.0,0.0,0.0,0.0,0.1367
0,sn1/media-memcached,0.31,4.63,897.794,0.0,0,0.0,0.0,0.0075,0.0,0.0742
0,sn1/media-mongodb,15.42,73.5,1525.994,0.0195,2,10578.6018,6704.4432,0.3717,512.0953,0.1128
0,sn1/media-service,0.0,4.74,1073.884,0.0,0,0.0,0.0,0.0,0.0,0.0735
0,sn1/nginx-thrift,6.43,37327.0,1442.784,0.0,0,36642.8957,23223.3159,0.155,0.0,1.255
0,sn1/post-storage-memcached,0.7,69.88,897.794,0.0,0,8014.0923,5079.1236,0.0169,0.0,0.0772
0,sn1/post-storage-mongodb,15.12,8190.02,4951.294,0.0195,2,11269.0467,7142.0292,0.3645,512.0953,0.3657
0,sn1/post-storage-service,0.1,95.41,1073.884,0.0,0,0.0,0.0,0.0024,0.0,0.0765
