window_index,pod_name,cpu_usage_mcores,ram_usage_mi,disk_space_mb,disk_usage_mb,disk_ios,cpu_psi_some_us,sched_total_ms,dstate_total_ms,softirq_total_ms,pod_cpu_watts
0,sa1/customer-feedback,125.0,4202.75,8315.4308,0.0,0,19123.9613,7885.5801,17.1661,530.8008,0.5062
0,sa2/customer-feedback,118.73,3291.37,7459.7408,0.0,0,15112.5938,6231.5316,16.305,530.8008,0.4626
0,sa3/customer-feedback,132.28,3098.78,7353.7108,0.0,0,15827.7989,6526.4395,18.1658,530.8008,0.4893
0,sa4/customer-feedback,122.62,3032.59,7305.5608,3.9062,38,13930.9507,5744.2925,16.8392,530.8008,0.4639
0,sa5/customer-feedback,37.59,2905.02,7254.7008,0.0,0,33428.0624,13783.7377,5.1622,530.8008,0.2548
0,sn1/compose-post-service,0.02,32.15,929.7408,0.0,0,0.0,0.0,0.0027,0.0,0.0744
0,sn1/home-timeline-redis,4.93,2775.97,1814.1808,0.0,0,43876.2754,18091.9571,0.677,0.0,0.1719
0,sn1/home-timeline-service,0.03,72.75,929.7408,0.0,0,0.0,0.0,0.0041,0.0,0.0757
0,sn1/jaeger,0.54,1275.27,753.3208,0.0,0,0.0,0.0,0.0742,0.0,0.1145
0,sn1/media-frontend,0.0,2026.63,1326.7508,0.0,0,0.0,0.0,0.0,0.0,0.1366
0,sn1/media-memcached,0.28,4.64,753.6508,0.0,0,0.0,0.0,0.0385,0.0,0.0741
0,sn1/media-mongodb,15.53,69.62,1380.0008,0.0273,2,19808.0705,8167.6659,2.1327,530.8008,0.113
0,sn1/media-service,0.0,4.48,929.7408,0.0,0,0.0,0.0,0.0,0.0,0.0735
0,sn1/nginx-thrift,6.03,33298.0,1298.6408,0.0,0,49722.2994,20502.5084,0.8281,0.0,1.1282
0,sn1/post-storage-memcached,0.45,69.84,753.6508,0.0,0,0.0,0.0,0.0618,0.0,0.0766
0,sn1/post-storage-mongodb,15.95,6606.67,3311.2908,0.0273,2,16822.8668,6936.7461,2.1904,530.8008,0.3182
0,sn1/post-storage-service,0.1,93.11,929.7408,0.0,0,0.0,0.0,0.0137,0.0,0.0765
0,sn1/social-graph-mongodb,16.2,747.53,1436.2108,0.0273,2,14863.8268,6128.955,2.2247,530.8008,0.1358
