window_index,pod_name,cpu_usage_mcores,ram_usage_mi,disk_space_mb,disk_usage_mb,disk_ios,cpu_psi_some_us,sched_total_ms,dstate_total_ms,softirq_total_ms,pod_cpu_watts
0,sn/compose-post-service,0.02,33.43,1058.7466,0.0,0,0.0,0.0,0.048,0.0,0.0744
0,sn/home-timeline-redis,5.19,2691.88,1880.9966,0.0,0,77441.9166,18690.4608,12.4657,0.0,0.1699
0,sn/home-timeline-service,0.0,56.03,1058.7466,0.0,0,0.0,0.0,0.0,0.0,0.0751
0,sn/jaeger,0.5,1870.41,882.3266,0.0,0,0.0,0.0,1.2009,0.0,0.133
0,sn/media-frontend,0.0,2026.21,1455.7566,0.0,0,0.0,0.0,0.0,0.0,0.1366
0,sn/media-memcached,0.31,4.66,882.6566,0.0,0,0.0,0.0,0.7446,0.0,0.0742
0,sn/media-mongodb,14.22,91.26,1519.6066,0.0,0,40826.8842,9853.4917,34.1545,930.7627,0.1105
0,sn/media-service,0.01,4.63,1058.7466,0.0,0,0.0,0.0,0.024,0.0,0.0735
0,sn/nginx-thrift,6.44,33136.65,1427.6466,0.0,0,86820.3068,20953.9176,15.468,0.0,1.1241
0,sn/post-storage-memcached,0.67,69.91,882.6566,0.0,0,45319.5262,10937.7824,1.6092,0.0,0.0771
0,sn/post-storage-mongodb,14.4,8191.17,4517.9466,0.0,0,42848.5731,10341.4225,34.5868,930.7627,0.364
0,sn/post-storage-service,0.1,56.0,1058.7466,0.0,0,0.0,0.0,0.2402,0.0,0.0753
0,sn/social-graph-mongodb,14.38,618.68,1575.4566,0.0,0,27517.4323,6641.2805,34.5388,930.7627,0.1273
0,sn/social-graph-redis,2.67,20.25,910.8966,0.0,0,64806.3609,15640.8932,6.413,0.0,0.0804
0,sn/social-graph-service,0.08,30.2,1058.7466,0.0,0,0.0,0.0,0.1921,0.0,0.0744
0,sn/text-service,0.03,6.77,1058.7466,0.0,0,0.0,0.0,0.0721,0.0,0.0736
0,sn/unique-id-service,0.02,4.58,1058.7466,0.0,0,0.0,0.0,0.048,0.0,0.0735
0,sn/url-shorten-memcached,0.3,4.64,882.6566,0.0,0,0.0,0.0,0.7206,0.0,0.0742
0,sn/url-shorten-mongodb,14.34,8191.23,3108.9266,0.0,0,24204.1088,5841.6161,34.4427,930.7627,0.3638
0,sn/url-shorten-service,0.13,6.15,1058.7466,0.0,0,0.0,0.0,0.3122,0.0,0.0738
0,sn/user-memcached,0.38,6.38,882.6566,0.0,0,0.0,0.0,0.9127,0.0,0.0744
0,sn/user-mention-service,0.03,5.49,1058.7466,0.0,0,0.0,0.0,0.0721,0.0,0.0736
0,sn/user-mongodb,14.42,117.18,1520.4566,0.0,0,26843.536,6478.6369,34.6349,930.7627,0.1118
0,sn/user-service,0.12,19.07,1058.7466,0.0,0,0.0,0.0,0.2882,0.0,0.0742
0,sn/user-timeline-mongodb,28.04,118.91,1517.4466,0.0039,2,397823.4496,96013.9409,67.3483,930.7627,0.1447
0,sn/user-timeline-redis,4.66,93.57,943.9866,0.0,0,91425.2648,22065.3156,11.1927,0.0,0.0875
0,sn/user-timeline-service,0.03,350.79,1058.7466,0.0,0,0.0,0.0,0.0721,0.0,0.0843
1,sn/compose-post-service,0.0,33.43,1058.7466,0.0,0,0.0,0.0,0.0,0.0,0.0744
1,sn/home-timeline-redis,4.97,2691.88,1880.9966,0.0,0,86062.7318,20771.0784,12.1357,0.0,0.1694
1,sn/home-timeline-service,0.03,56.03,1058.7466,0.0,0,0.0,0.0,0.0733,0.0,0.0751
1,sn/jaeger,0.53,1870.41,882.3266,0.0,0,0.0,0.0,1.2942,0.0,0.133
1,sn/media-frontend,0.0,2026.21,1455.7566,0.0,0,0.0,0.0,0.0,0.0,0.1366
1,sn/media-memcached,0.26,4.66,882.6566,0.0,0,0.0,0.0,0.6349,0.0,0.0741
1,sn/media-mongodb,15.87,91.31,1519.6066,0.0273,4,23993.2464,5790.7249,38.7513,930.7627,0.1145
1,sn/media-service,0.0,4.63,1058.7466,0.0,0,0.0,0.0,0.0,0.0,0.0735
1,sn/nginx-thrift,1.78,33136.65,1427.6466,0.0,0,76361.1148,18429.6113,4.3464,0.0,1.1129
1,sn/post-storage-memcached,0.65,69.91,882.6566,0.0,0,16743.1133,4040.9189,1.5872,0.0,0.0771
1,sn/post-storage-mongodb,14.69,8191.17,4517.9466,0.0234,2,22324.151,5387.8918,35.87,930.7627,0.3647
1,sn/post-storage-service,0.02,56.0,1058.7466,0.0,0,0.0,0.0,0.0488,0.0,0.0751
1,sn/social-graph-mongodb,14.65,618.67,1575.4566,0.0234,2,23471.6541,5664.8396,35.7723,930.7627,0.128
1,sn/social-graph-redis,2.71,20.25,910.8966,0.0,0,74744.1786,18039.3668,6.6173,0.0,0.0805
1,sn/social-graph-service,0.0,30.2,1058.7466,0.0,0,0.0,0.0,0.0,0.0,0.0743
1,sn/text-service,0.0,6.77,1058.7466,0.0,0,0.0,0.0,0.0,0.0,0.0735
1,sn/unique-id-service,0.0,4.58,1058.7466,0.0,0,0.0,0.0,0.0,0.0,0.0735
1,sn/url-shorten-memcached,0.29,4.64,882.6566,0.0,0,0.0,0.0,0.7081,0.0,0.0742
1,sn/url-shorten-mongodb,14.93,8191.23,3108.9266,0.0312,4,22897.9026,5526.3657,36.456,930.7627,0.3652
1,sn/url-shorten-service,0.0,6.15,1058.7466,0.0,0,0.0,0.0,0.0,0.0,0.0735
1,sn/user-memcached,0.36,6.38,882.6566,0.0,0,0.0,0.0,0.879,0.0,0.0744
1,sn/user-mention-service,0.0,5.49,1058.7466,0.0,0,0.0,0.0,0.0,0.0,0.0735
1,sn/user-mongodb,14.74,117.18,1520.4566,0.0312,6,25140.7495,6067.6726,35.9921,930.7627,0.1125
1,sn/user-service,0.0,19.07,1058.7466,0.0,0,0.0,0.0,0.0,0.0,0.0739
1,sn/user-timeline-mongodb,28.89,118.78,1517.4466,0.0,0,477987.1965,115361.3103,70.5435,930.7627,0.1467
1,sn/user-timeline-redis,4.65,93.57,943.9866,0.0,0,84967.3879,20506.7192,11.3544,0.0,0.0875
1,sn/user-timeline-service,0.12,350.79,1058.7466,0.0,0,0.0,0.0,0.293,0.0,0.0846
