window_index,pod_name,cpu_usage_mcores,ram_usage_mi,disk_space_mb,disk_usage_mb,disk_ios,cpu_psi_some_us,sched_total_ms,dstate_total_ms,softirq_total_ms,pod_cpu_watts
0,hotel/consul,33.01,31.38,2510.1509,0.0,0,205585.8672,81837.9924,51.8067,293.0,0.1539
0,hotel/frontend,0.47,139.58,3427.8109,0.0,0,0.0,0.0,0.7376,0.0,0.0788
0,hotel/geo,1.16,23.77,3427.7309,0.0,0,9919.8046,3948.7972,1.8205,0.0,0.0769
0,hotel/jaeger,0.3,14.78,2389.6809,0.0,0,0.0,0.0,0.4708,0.0,0.0745
0,hotel/memcached-profile,0.51,7.76,2387.9209,0.0,0,0.0,0.0,0.8004,0.0,0.0748
0,hotel/memcached-rate,0.51,7.7,2387.9209,0.0,0,0.0,0.0,0.8004,0.0,0.0748
0,hotel/memcached-reserve,0.36,7.42,2387.9209,0.0,0,0.0,0.0,0.565,0.0,0.0744
0,hotel/mongodb-geo,12.29,68.95,2709.1009,0.0234,2,6752.1359,2687.8368,19.2882,293.0,0.1051
0,hotel/mongodb-profile,13.51,69.64,2709.1009,0.0312,4,7856.652,3127.5137,21.2029,293.0,0.1081
0,hotel/mongodb-rate,10.19,71.12,2709.1009,0.0,0,12670.6748,5043.8418,15.9924,293.0,0.1001
0,hotel/mongodb-recommendation,14.35,69.4,2709.1009,0.0234,2,8065.0513,3210.4717,22.5213,293.0,0.1101
0,hotel/mongodb-reservation,12.14,266.59,2709.1009,0.0234,2,8627.7292,3434.4581,19.0528,293.0,0.1109
0,hotel/mongodb-user,12.51,69.51,2709.1009,0.0234,2,8419.33,3351.5001,19.6335,293.0,0.1057
0,hotel/profile,2.16,50.27,3427.7309,0.0,0,15963.3831,6354.577,3.39,0.0,0.0801
0,hotel/rate,1.51,43.68,3427.8109,0.0,0,12858.2342,5118.5039,2.3698,0.0,0.0783
0,hotel/recommendation,1.62,21.27,3427.7309,0.0,0,9961.4845,3965.3888,2.5425,0.0,0.0779
0,hotel/reservation,1.12,116.43,3427.7309,0.0,0,11899.5976,4736.8975,1.7578,0.0,0.0797
0,hotel/search,0.38,42.14,3427.7309,0.0,0,0.0,0.0,0.5964,0.0,0.0755
0,hotel/user,1.29,14.54,3427.7309,0.0,0,12420.5957,4944.2923,2.0246,0.0,0.0769
0,hotel2/consul,27.37,31.22,2510.1509,0.0,0,285444.4625,113627.469,42.9552,293.0,0.1403
0,hotel2/frontend,0.48,82.54,3427.8109,0.0,0,0.0,0.0,0.7533,0.0,0.077
0,hotel2/geo,1.29,23.09,3427.7309,0.0,0,13670.9913,5442.0398,2.0246,0.0,0.0771
0,hotel2/jaeger,0.28,14.73,2389.6809,0.0,0,0.0,0.0,0.4394,0.0,0.0744
0,hotel2/memcached-profile,0.47,7.65,2387.9209,0.0,0,0.0,0.0,0.7376,0.0,0.0747
0,hotel2/memcached-rate,0.42,7.67,2387.9209,0.0,0,0.0,0.0,0.6592,0.0,0.0746
0,hotel2/memcached-reserve,0.38,7.37,2387.9209,0.0,0,0.0,0.0,0.5964,0.0,0.0745
0,hotel2/mongodb-geo,10.54,68.71,2709.1009,0.0,0,14546.2681,5790.4631,16.5417,293.0,0.1009
0,hotel2/mongodb-profile,11.02,70.48,2709.1009,0.0,0,12128.8368,4828.1512,17.2951,293.0,0.1021
0,hotel2/mongodb-rate,11.03,69.93,2709.1009,0.0,0,11857.9177,4720.3059,17.3108,293.0,0.1021
0,hotel2/mongodb-recommendation,10.94,68.94,2709.1009,0.0,0,8461.0098,3368.0917,17.1695,293.0,0.1019
0,hotel2/mongodb-reservation,11.23,261.24,2709.1009,0.0,0,11399.4394,4537.7985,17.6247,293.0,0.1086
0,hotel2/mongodb-user,12.28,68.96,2709.1009,0.0312,2,7252.2941,2886.9358,19.2725,293.0,0.1051
0,hotel2/profile,1.41,44.32,3427.7309,0.0,0,10732.5617,4272.3331,2.2129,0.0,0.0781
0,hotel2/rate,0.99,38.37,3427.8109,0.0,0,9523.8461,3791.1771,1.5537,0.0,0.0769
0,hotel2/recommendation,1.26,21.13,3427.7309,0.0,0,12899.914,5135.0955,1.9775,0.0,0.077
0,hotel2/reservation,1.34,75.12,3427.7309,0.0,0,13045.7935,5193.1661,2.103,0.0,0.0789
0,hotel2/search,0.47,29.61,3427.7309,0.0,0,0.0,0.0,0.7376,0.0,0.0754
0,hotel2/user,1.72,14.08,3427.7309,0.0,0,16130.1025,6420.9433,2.6994,0.0,0.0779
0,hotel3/consul,28.64,31.32,2510.1509,0.0,0,181724.1522,72339.3101,44.9484,293.0,0.1434
0,hotel3/frontend,0.87,121.97,3427.8109,0.0,0,791.9172,315.2401,1.3654,0.0,0.0792
0,hotel3/geo,1.63,21.53,3427.7309,0.0,0,14504.5883,5773.8715,2.5582,0.0,0.0779
0,hotel3/jaeger,0.33,14.85,2389.6809,0.0,0,0.0,0.0,0.5179,0.0,0.0746
0,hotel3/memcached-profile,0.46,7.71,2387.9209,0.0,0,0.0,0.0,0.7219,0.0,0.0747
0,hotel3/memcached-rate,0.45,7.63,2387.9209,0.0,0,0.0,0.0,0.7062,0.0,0.0746
0,hotel3/memcached-reserve,0.38,7.23,2387.9209,0.0,0,0.0,0.0,0.5964,0.0,0.0745
0,hotel3/mongodb-geo,14.06,68.69,2709.1009,0.0156,2,14275.3491,5682.6178,22.0661,293.0,0.1094
0,hotel3/mongodb-profile,12.15,69.71,2709.1009,0.0156,2,13337.5525,5309.3072,19.0685,293.0,0.1048
0,hotel3/mongodb-rate,11.65,70.49,2709.1009,0.0195,2,8377.6501,3334.9086,18.2838,293.0,0.1036
0,hotel3/mongodb-recommendation,11.9,69.14,2709.1009,0.0234,4,7544.0531,3003.0769,18.6762,293.0,0.1042
0,hotel3/mongodb-reservation,12.22,263.01,2709.1009,0.0195,2,12670.6748,5043.8418,19.1784,293.0,0.111
0,hotel3/mongodb-user,11.61,69.27,2709.1009,0.0195,2,9148.7274,3641.8529,18.221,293.0,0.1035
0,hotel3/profile,1.3,45.34,3427.7309,0.0,0,6981.3751,2779.0905,2.0403,0.0,0.0779
0,hotel3/rate,1.22,39.62,3427.8109,0.0,0,11295.2397,4496.3195,1.9147,0.0,0.0775
0,hotel3/recommendation,1.4,22.17,3427.7309,0.0,0,13358.3924,5317.603,2.1972,0.0,0.0774
0,hotel3/reservation,1.8,73.88,3427.7309,0.0,0,17443.0178,6943.5783,2.825,0.0,0.08
0,hotel3/search,0.44,29.17,3427.7309,0.0,0,0.0,0.0,0.6905,0.0,0.0753
0,hotel3/user,1.62,14.81,3427.7309,0.0,0,18964.3324,7549.1711,2.5425,0.0,0.0777
1,hotel/consul,28.84,31.38,2510.1509,0.0,0,207813.0064,82724.5543,44.778,293.0,0.1439
1,hotel/frontend,0.78,139.58,3427.8109,0.0,0,0.0,0.0,1.2111,0.0,0.0796
1,hotel/geo,1.8,23.78,3427.7309,0.0,0,22927.0691,9126.6259,2.7947,0.0,0.0784
1,hotel/jaeger,0.32,14.78,2389.6809,0.0,0,0.0,0.0,0.4968,0.0,0.0745
1,hotel/memcached-profile,0.44,7.76,2387.9209,0.0,0,0.0,0.0,0.6832,0.0,0.0746
1,hotel/memcached-rate,0.44,7.7,2387.9209,0.0,0,0.0,0.0,0.6832,0.0,0.0746
1,hotel/memcached-reserve,0.33,7.42,2387.9209,0.0,0,0.0,0.0,0.5124,0.0,0.0743
1,hotel/mongodb-geo,11.16,69.14,2709.1009,0.0,0,7510.1895,2989.5967,17.3274,293.0,0.1024
1,hotel/mongodb-profile,11.88,69.57,2709.1009,0.0469,8,14110.7597,5617.0994,18.4453,293.0,0.1041
1,hotel/mongodb-rate,12.93,71.28,2709.1009,0.0273,2,20897.9185,8318.8777,20.0756,293.0,0.1067
1,hotel/mongodb-recommendation,13.95,69.64,2709.1009,0.0469,8,10868.7835,4326.5592,21.6593,293.0,0.1091
