timestamp,app_name,load_level,run_id,node_id,node_cpu_watts,cpu_usage_mcores,ram_usage_mi,disk_total_gb,disk_used_gb,disk_free_gb,disk_read_mb,disk_write_mb,disk_read_ios,disk_write_ios,cpu_psi_some_pct,cpu_psi_some_us,sched_total_ms,sched_count,dstate_total_ms,dstate_count,softirq_total_ms,softirq_count
2026-03-26 10:55:35,BASELINE,low,0,worker1,218,3584.0,25462.22,878.04,128.54,704.83,29.1562,1.0547,942,114,3.4833,174163,4023.681,62736,106.014,1202,53.693,1300
2026-03-26 10:55:40,BASELINE,low,0,worker1,216,1536.0,25471.71,878.04,128.54,704.83,0.6328,0.6953,30,108,17.4541,872707,10391.395,57293,52.193,1066,61.836,1485
2026-03-26 10:55:45,BASELINE,low,0,worker1,220,2048.0,25462.73,878.04,128.54,704.83,4.9922,4.6406,368,364,20.544,1027199,6622.197,63336,76.108,1152,62.026,1690
2026-03-26 10:55:50,BASELINE,low,0,worker1,225,3584.0,25452.03,878.04,128.54,704.83,0.2734,3.2812,10,138,16.6308,831542,23067.406,63401,46.849,1012,72.01,2059
2026-03-26 10:55:55,BASELINE,low,0,worker1,217,1280.0,25489.85,878.04,128.54,704.83,11.9219,1.0938,416,114,35.4229,1771146,25198.382,64319,78.101,1172,75.334,2007
2026-03-26 10:56:00,BASELINE,low,0,worker1,215,2816.0,25501.87,878.04,128.54,704.83,0.0,0.6562,0,98,33.0443,1652214,19414.723,60198,60.967,1047,60.382,1434
2026-03-26 10:56:05,BASELINE,low,0,worker1,219,1792.0,25514.02,878.04,128.54,704.83,0.1016,1.1953,10,118,3.3651,168257,3128.787,59751,53.343,1045,57.574,1413
2026-03-26 10:56:10,BASELINE,low,0,worker1,220,2560.0,25484.91,878.04,128.54,704.83,0.6719,0.9375,16,122,24.5051,1225257,11120.655,60702,49.835,1030,61.112,1472
2026-03-26 10:56:15,BASELINE,low,0,worker1,216,2560.0,25477.7,878.04,128.54,704.83,5.5234,2.1094,370,280,11.8746,593730,11581.253,68954,65.342,1128,69.525,1810
2026-03-26 10:56:20,BASELINE,low,0,worker1,223,2304.0,25471.68,878.04,128.54,704.83,0.4922,5.9141,10,266,25.2164,1260818,13614.212,63398,48.535,1017,67.787,2029
2026-03-26 10:56:25,BASELINE,low,0,worker1,215,1792.0,25461.64,878.04,128.54,704.83,0.0,1.1172,0,126,24.2767,1213833,11438.53,62224,50.6,1042,65.242,1748
2026-03-26 10:56:30,BASELINE,low,0,worker1,218,2560.0,25462.11,878.04,128.54,704.83,0.0,1.1484,0,128,27.6688,1383442,19510.895,59719,38.892,1066,61.636,1537
2026-03-26 10:56:35,BASELINE,low,0,worker1,215,2304.0,25477.32,878.04,128.54,704.83,0.375,1.0469,10,126,0.3345,16726,1756.197,60050,58.826,1031,53.596,1296
2026-03-26 10:56:40,BASELINE,low,0,worker1,216,1536.0,25491.21,878.04,128.54,704.83,0.0,1.25,0,128,17.0215,851075,8946.73,60129,50.836,1022,76.846,1826
2026-03-26 10:56:45,BASELINE,low,0,worker1,219,3840.0,25503.63,878.04,128.54,704.83,2.0,1.375,208,138,22.9036,1145181,24718.027,65156,68.693,1121,56.21,1570
2026-03-26 10:56:50,BASELINE,low,0,worker1,221,1792.0,25484.66,878.04,128.55,704.83,0.2969,4.0859,12,262,16.368,818402,8504.011,63939,47.915,1049,75.908,2213
2026-03-26 10:56:55,BASELINE,low,0,worker1,215,1280.0,25474.52,878.04,128.55,704.83,0.1172,3.8672,10,164,37.2155,1860776,21954.13,63521,46.809,1023,63.621,1641
2026-03-26 10:57:00,BASELINE,low,0,worker1,218,3328.0,25459.14,878.04,128.55,704.83,0.0,1.0703,0,178,23.1287,1156433,35242.699,62285,47.481,1028,63.787,1535
2026-03-26 10:57:05,BASELINE,low,0,worker1,217,1280.0,25502.7,878.04,128.55,704.83,0.0,1.0625,0,118,8.3555,417777,7119.29,61163,51.539,1113,59.42,1459
2026-03-26 10:57:10,BASELINE,low,0,worker1,218,2816.0,25487.34,878.04,128.55,704.83,0.0,0.7891,0,110,11.555,577751,19326.306,59430,44.926,1013,62.74,1495
2026-03-26 10:57:15,BASELINE,low,0,worker1,217,2816.0,25494.84,878.04,128.55,704.83,0.5781,1.2891,30,130,24.9912,1249562,8744.086,65360,55.061,1058,58.861,1583
2026-03-26 10:57:20,BASELINE,low,0,worker1,221,2304.0,25476.17,878.04,128.55,704.82,0.0,4.2031,0,270,14.4265,721327,11545.096,62121,46.496,1034,69.66,2052
2026-03-26 10:57:25,BASELINE,low,0,worker1,217,2560.0,25472.02,878.04,128.55,704.82,0.0,3.4688,0,148,26.2808,1314039,25804.86,64338,54.185,1086,66.97,1776
2026-03-26 10:57:30,BASELINE,low,0,worker1,217,2560.0,25469.72,878.04,128.55,704.82,0.0,0.7344,0,108,34.9688,1748440,22588.321,55903,47.949,1030,68.652,1595
2026-03-26 10:57:35,BASELINE,low,0,worker1,217,1280.0,25458.25,878.04,128.55,704.82,1.2188,0.9609,68,114,16.3732,818659,7245.131,60084,67.992,1065,51.139,1279
2026-03-26 10:57:40,BASELINE,low,0,worker1,216,2560.0,25453.02,878.04,128.55,704.82,0.0,1.2891,0,176,17.9096,895481,11406.997,60949,145.813,1072,66.147,1651
2026-03-26 10:57:45,BASELINE,low,0,worker1,218,3328.0,25464.82,878.04,128.55,704.82,0.1797,1.2812,12,132,11.7116,585579,7407.59,60424,51.484,1046,59.984,1651
2026-03-26 10:57:50,BASELINE,low,0,worker1,221,1792.0,25455.56,878.04,128.55,704.82,0.0,3.3984,0,144,31.7021,1585105,13894.514,59992,140.816,1033,66.2,2045
2026-03-26 10:57:55,BASELINE,low,0,worker1,218,3328.0,25432.27,878.04,128.55,704.82,0.0,4.2188,0,280,23.8687,1193435,29980.828,64647,54.388,1089,70.142,1855
2026-03-26 10:58:00,BASELINE,low,0,worker1,217,1536.0,25428.99,878.04,128.55,704.82,0.0,0.8047,0,100,36.211,1810552,31847.407,57311,36.735,1016,60.097,1464
2026-03-26 10:58:05,BASELINE,low,0,worker1,217,1280.0,25425.97,878.04,128.55,704.82,0.1719,1.0,4,120,5.5113,275565,8084.517,60867,63.378,1041,58.134,1362
2026-03-26 10:58:10,BASELINE,low,0,worker1,223,3584.0,25431.53,878.04,128.55,704.82,0.0,1.25,0,162,12.2141,610703,8414.866,59185,48.308,1021,64.034,1541
2026-03-26 10:58:15,BASELINE,low,0,worker1,220,2304.0,25441.38,878.04,128.55,704.82,0.0547,1.5859,10,162,13.5691,678453,6659.56,62197,55.046,1123,59.209,1630
2026-03-26 10:58:20,BASELINE,low,0,worker1,220,2560.0,25437.26,878.04,128.55,704.82,0.0,2.9844,0,110,19.0058,950291,21980.079,61869,41.318,1008,76.71,2186
2026-03-26 10:58:25,BASELINE,low,0,worker1,217,2560.0,25434.22,878.04,128.55,704.82,0.0,4.4609,0,304,30.3003,1515014,22641.638,65197,55.605,1059,68.028,1848
2026-03-26 10:58:30,BASELINE,low,0,worker1,217,1536.0,25460.84,878.04,128.55,704.82,0.0,0.6875,0,84,26.6977,1334886,18166.69,55340,36.667,1000,58.693,1426
2026-03-26 10:58:35,BASELINE,low,0,worker1,214,1792.0,25439.22,878.04,128.55,704.82,0.1094,1.0781,8,122,2.3883,119417,2087.837,61009,56.611,1044,52.023,1335
2026-03-26 10:58:40,BASELINE,low,0,worker1,217,2304.0,25440.7,878.04,128.55,704.82,0.0,0.7031,0,92,14.2562,712811,6246.464,59712,45.064,1004,60.484,1513
2026-03-26 10:58:45,BASELINE,low,0,worker1,220,2048.0,25473.95,878.04,128.55,704.82,0.0,1.3516,0,158,40.5914,2029571,38545.438,65512,49.319,1076,63.111,1770
2026-03-26 10:58:50,BASELINE,low,0,worker1,221,2816.0,25439.1,878.04,128.55,704.82,0.0,3.2031,0,174,22.3005,1115024,12524.639,59569,42.01,1035,63.79,1926
2026-03-26 10:58:55,BASELINE,low,0,worker1,216,2048.0,25391.16,878.04,128.56,704.82,1.2188,4.1484,42,268,36.2091,1810453,14819.923,62057,59.969,1064,67.643,1769
2026-03-26 10:59:00,BASELINE,low,0,worker1,216,1792.0,25375.18,878.04,128.56,704.82,0.0,0.9375,0,112,32.9648,1648238,12148.739,58471,40.523,1017,62.104,1565
2026-03-26 10:59:05,BASELINE,low,0,worker1,219,2304.0,25370.25,878.04,128.56,704.82,0.0,1.1484,0,132,15.2327,761637,27425.084,59623,64.205,1069,54.305,1298
2026-03-26 10:59:10,BASELINE,low,0,worker1,217,2560.0,25383.77,878.04,128.56,704.82,0.0,1.1172,0,120,19.1801,959007,25661.751,63128,57.636,1050,79.028,1820
2026-03-26 10:59:15,BASELINE,low,0,worker1,217,2560.0,25391.69,878.04,128.56,704.82,0.0859,1.6094,8,144,13.9578,697892,7299.65,65119,55.182,1061,58.167,1613
2026-03-26 10:59:20,BASELINE,low,0,worker1,222,2048.0,25426.52,878.04,128.56,704.82,0.0,3.0391,0,122,20.0529,1002645,10280.691,61916,46.695,1014,64.667,1916
2026-03-26 10:59:25,BASELINE,low,0,worker1,218,2560.0,25427.78,878.04,128.56,704.81,0.0,1.0938,0,116,26.758,1337902,17759.373,63971,97.842,1079,66.502,1798
2026-03-26 10:59:30,BASELINE,low,0,worker1,217,2304.0,25392.99,878.04,128.56,704.81,0.0,4.0234,0,326,29.5746,1478731,40744.884,57517,38.106,1005,60.505,1423
2026-03-26 10:59:35,BASELINE,low,0,worker1,216,2816.0,25381.59,878.04,128.56,704.81,0.1094,1.0234,16,122,6.3228,316141,5600.016,60685,55.971,1094,64.325,1506
2026-03-26 10:59:40,BASELINE,low,0,worker1,216,3584.0,25374.61,878.04,128.56,704.81,0.0,0.6719,0,98,24.6063,1230313,9956.829,59939,47.136,1025,61.383,1476
2026-03-26 10:59:45,BASELINE,low,0,worker1,218,2560.0,25383.3,878.04,128.56,704.81,120.3438,1.5625,5604,142,18.4333,921666,11436.869,66512,260.183,2013,73.987,2546
2026-03-26 10:59:50,BASELINE,low,0,worker1,222,2816.0,25418.22,878.04,128.56,704.81,63.1484,0.6328,2884,78,14.9214,746070,21888.944,62880,129.728,1456,78.831,2609
2026-03-26 10:59:55,BASELINE,low,0,worker1,217,2304.0,25438.16,878.04,128.56,704.81,34.7266,3.9453,1430,176,41.0645,2053224,40933.934,65363,120.427,1349,67.897,1775
2026-03-26 11:00:00,BASELINE,low,0,worker1,218,1792.0,25443.14,878.04,128.56,704.81,1.9062,3.25,62,154,41.6259,2081297,24690.103,57632,40.058,1029,63.749,1523
2026-03-26 11:00:05,BASELINE,low,0,worker1,233,5376.0,25529.09,878.04,127.77,705.61,6.9219,336.2734,326,3314,1.3931,69653,5320.829,70450,308.21,1820,55.498,1375
2026-03-26 11:00:10,BASELINE,low,0,worker1,218,3840.0,25465.95,878.04,127.77,705.61,1.25,1.9219,40,120,8.8466,442332,6136.382,58275,154.927,1058,60.541,1452
2026-03-26 11:00:15,BASELINE,low,0,worker1,218,2560.0,25487.2,878.04,127.77,705.61,66.4062,1.6016,2730,162,17.1359,856797,8894.375,66914,207.973,1588,62.759,1673
2026-03-26 11:00:20,BASELINE,low,0,worker1,223,2816.0,25463.53,878.04,127.77,705.6,5.1016,0.5703,292,82,22.5514,1127568,28896.193,64423,59.745,1052,68.418,2075
2026-03-26 11:00:25,BASELINE,low,0,worker1,217,3072.0,25480.29,878.04,127.77,705.6,1.5078,2.3359,44,300,23.0548,1152742,13264.121,66716,60.488,1090,79.629,2058
2026-03-26 11:00:30,BASELINE,low,0,worker1,217,2048.0,25487.13,878.04,127.77,705.6,0.0,0.75,0,96,33.4272,1671359,11603.487,58837,39.235,1041,55.962,1420
2026-03-26 11:00:35,BASELINE,low,0,worker1,217,1536.0,25495.15,878.04,127.77,705.6,0.2969,3.3828,24,532,9.1436,457182,7564.04,60255,58.438,1060,57.448,1500
2026-03-26 11:00:40,BASELINE,low,0,worker1,217,2560.0,25480.6,878.04,127.77,705.6,0.0,5.7422,0,126,10.3266,516329,6407.098,60459,55.911,1031,61.105,1482
2026-03-26 11:00:45,BASELINE,low,0,worker1,219,2560.0,25480.2,878.04,127.77,705.6,4.2109,1.8828,356,230,23.9544,1197721,22222.619,64100,77.545,1162,62.646,1775
2026-03-26 11:00:50,BASELINE,low,0,worker1,222,2816.0,25477.1,878.04,127.77,705.6,0.6328,0.7422,18,90,16.307,815350,10149.292,62003,44.584,1021,66.519,2062
2026-03-26 11:00:55,BASELINE,low,0,worker1,218,1792.0,25476.6,878.04,127.77,705.6,12.5625,1.5234,434,160,35.3558,1767792,20186.142,66546,66.029,1127,68.493,1899
2026-03-26 11:01:00,BASELINE,low,0,worker1,220,2304.0,25497.56,878.04,127.77,705.6,0.0,0.7891,0,96,27.262,1363101,24476.423,59554,35.944,986,59.871,1439
2026-03-26 11:01:05,BASELINE,low,0,worker1,217,2304.0,25497.33,878.04,127.79,705.58,36.0547,9.7891,1176,388,7.9146,395729,6857.205,61052,134.215,1369,53.574,1297
2026-03-26 11:01:10,BASELINE,low,0,worker1,218,2304.0,25473.1,878.04,127.79,705.58,2.5938,5.5391,80,142,17.6311,881556,22281.663,57126,65.485,1028,60.615,1501
2026-03-26 11:01:15,BASELINE,low,0,worker1,219,3072.0,25495.93,878.04,127.79,705.58,53.3984,1.6016,2444,162,15.5172,775859,7680.399,69813,127.855,1459,64.919,1765
2026-03-26 11:01:20,BASELINE,low,0,worker1,220,1792.0,25471.45,878.04,127.79,705.58,16.9297,0.6484,776,78,11.6429,582145,5628.788,61446,68.59,1132,70.374,2025
2026-03-26 11:01:25,BASELINE,low,0,worker1,221,2560.0,25483.43,878.04,127.79,705.58,2.5703,1.3438,114,204,23.2045,1160227,31491.792,64326,57.511,1089,67.33,1815
2026-03-26 11:01:30,BASELINE,low,0,worker1,217,2560.0,25471.85,878.04,127.79,705.58,0.0,0.8906,0,100,33.619,1680952,13007.843,57762,38.139,991,57.332,1394
2026-03-26 11:01:35,BASELINE,low,0,worker1,217,2304.0,25481.24,878.04,127.79,705.58,0.2969,1.0781,20,138,5.4097,270486,5953.866,61111,58.398,1068,56.211,1363
2026-03-26 11:01:40,BASELINE,low,0,worker1,215,2816.0,25474.53,878.04,127.79,705.58,0.125,37.6406,6,526,10.3923,519613,6815.228,59937,44.09,1068,69.659,1660
2026-03-26 11:01:45,BASELINE,low,0,worker1,218,1792.0,25465.84,878.04,127.79,705.58,5.1641,1.4531,382,154,15.5509,777544,7238.072,62087,80.795,1149,63.07,1753
2026-03-26 11:01:50,BASELINE,low,0,worker1,220,4096.0,25475.76,878.04,127.79,705.58,0.2188,0.625,4,86,21.5381,1076903,30966.276,64208,46.682,1045,65.823,1993
2026-03-26 11:01:55,BASELINE,low,0,worker1,216,1280.0,25453.35,878.04,127.79,705.58,11.7266,1.5312,468,226,28.1704,1408519,15949.056,63292,80.34,1110,70.49,1785
2026-03-26 11:02:00,BASELINE,low,0,worker1,219,2304.0,25466.81,878.04,127.79,705.58,0.0312,0.7109,4,92,30.5683,1528414,25125.623,58996,38.496,1030,60.822,1451
2026-03-26 11:02:05,BASELINE,low,0,worker1,216,2048.0,25489.5,878.04,127.79,705.58,0.0,1.2188,0,136,0.7463,37317,2019.947,61140,51.525,1033,66.39,1573
2026-03-26 11:02:10,BASELINE,low,0,worker1,217,2560.0,25467.67,878.04,127.8,705.58,0.1719,5.8906,4,258,18.1678,908391,15683.929,58309,54.368,1026,58.973,1422
2026-03-26 11:02:15,BASELINE,low,0,worker1,218,4096.0,25476.25,878.04,127.8,705.58,4.5078,1.5078,292,136,21.7899,1089493,10154.926,65279,76.356,1221,59.834,1610
2026-03-26 11:02:20,BASELINE,low,0,worker1,220,2048.0,25475.82,878.04,127.8,705.58,1.0469,0.7109,36,106,12.5457,627285,13174.983,64011,62.678,1067,66.239,2003
2026-03-26 11:02:25,BASELINE,low,0,worker1,219,2304.0,25473.48,878.04,127.8,705.58,0.0,1.2656,0,174,25.4511,1272557,13231.747,62639,47.167,1040,66.793,1785
2026-03-26 11:02:30,BASELINE,low,0,worker1,217,2560.0,25475.39,878.04,127.8,705.58,0.0,0.7969,0,116,20.4859,1024293,21681.388,57600,35.841,1033,63.911,1542
2026-03-26 11:02:35,BASELINE,low,0,worker1,216,2304.0,25501.07,878.04,127.8,705.57,0.4219,1.3906,24,134,1.033,51648,2350.736,61616,49.92,1054,56.435,1400
2026-03-26 11:02:40,BASELINE,low,0,worker1,217,2304.0,25492.09,878.04,127.8,705.57,0.0,3.8125,0,244,15.9167,795836,17523.722,59568,47.733,1023,60.469,1495
2026-03-26 11:02:45,BASELINE,low,0,worker1,218,2048.0,25496.55,878.04,127.8,705.57,0.5469,3.75,26,168,16.2202,811012,6319.281,61601,46.827,1040,63.597,1716
2026-03-26 11:02:50,BASELINE,low,0,worker1,224,3840.0,25518.94,878.04,127.8,705.57,19.5156,1.4688,768,152,12.0341,601703,10196.991,65744,73.158,1247,72.783,2234
2026-03-26 11:02:55,BASELINE,low,0,worker1,217,1280.0,25539.67,878.04,127.8,705.57,0.1562,1.9141,4,212,35.306,1765302,27105.042,65065,49.764,1027,75.826,1979
2026-03-26 11:03:00,BASELINE,low,0,worker1,218,2304.0,25524.13,878.04,127.8,705.57,0.0,0.7891,0,102,36.6565,1832826,28552.356,58170,38.147,1007,59.246,1465
2026-03-26 11:03:05,BASELINE,low,0,worker1,218,2560.0,25499.71,878.04,127.8,705.57,34.1406,1.0625,1158,120,12.8035,640174,11198.217,61484,94.271,1235,55.797,1324
2026-03-26 11:03:10,BASELINE,low,0,worker1,217,1792.0,25497.44,878.04,127.8,705.57,1.7109,0.6094,88,90,31.3603,1568017,31277.042,59794,62.843,1024,61.483,1488
2026-03-26 11:03:15,BASELINE,low,0,worker1,218,2816.0,25501.3,878.04,127.8,705.57,30.8984,6.6016,1556,312,18.2669,913343,6773.916,63313,113.071,1339,55.863,1630
2026-03-26 11:03:20,BASELINE,low,0,worker1,221,1792.0,25488.28,878.04,127.8,705.57,9.8594,0.5547,484,86,34.3095,1715477,19417.391,62299,61.242,1082,73.147,2145
2026-03-26 11:03:25,BASELINE,low,0,worker1,216,2816.0,25490.43,878.04,127.8,705.57,0.0,1.2656,0,128,33.1891,1659456,27032.168,63849,63.21,1127,66.167,1741
2026-03-26 11:03:30,BASELINE,low,0,worker1,219,1536.0,25483.07,878.04,127.8,705.57,0.0,0.9375,0,158,37.3258,1866289,13176.475,57997,39.305,1014,62.183,1480
2026-03-26 11:03:35,BASELINE,low,0,worker1,216,1280.0,25481.75,878.04,127.8,705.57,0.5078,1.1797,16,132,22.8027,1140135,13035.734,60863,55.799,1071,53.429,1303
2026-03-26 11:03:40,BASELINE,low,0,worker1,221,3584.0,25488.88,878.04,127.8,705.57,0.0,1.6797,0,240,8.1788,408942,6612.655,61341,44.436,1061,59.584,1454
2026-03-26 11:03:45,BASELINE,low,0,worker1,218,1792.0,25510.41,878.04,127.8,705.57,0.75,6.5938,28,308,22.3838,1119189,7553.134,63114,53.863,1101,66.487,1800
2026-03-26 11:03:50,BASELINE,low,0,worker1,222,4352.0,25519.49,878.04,127.8,705.57,0.0,0.7578,0,96,22.6561,1132804,29434.564,65795,57.541,1008,64.515,1938
2026-03-26 11:03:55,BASELINE,low,0,worker1,217,1280.0,25504.11,878.04,127.8,705.57,10.5625,1.0625,402,130,32.809,1640452,18129.895,64187,101.007,1163,67.28,1766
2026-03-26 11:04:00,BASELINE,low,0,worker1,219,1536.0,25519.74,878.04,127.8,705.57,0.2812,0.6562,6,82,25.1824,1259118,21776.623,58988,37.559,1022,58.048,1472
2026-03-26 11:04:05,BASELINE,low,0,worker1,219,3072.0,25508.1,878.04,127.8,705.57,80.8203,1.8125,3282,170,6.9381,346907,8063.254,65117,234.959,1571,70.287,2114
2026-03-26 11:04:10,BASELINE,low,0,worker1,217,2560.0,25503.1,878.04,127.8,705.57,4.3828,1.2734,220,192,10.5262,526311,7726.007,60378,66.97,1074,75.046,1759
2026-03-26 11:04:15,BASELINE,low,0,worker1,218,4352.0,25498.02,878.04,127.8,705.57,59.2969,6.5469,2472,298,19.0323,951614,17383.063,67974,119.929,1470,61.648,1668
2026-03-26 11:04:20,BASELINE,low,0,worker1,221,1792.0,25506.01,878.04,127.81,705.57,25.9453,0.6797,1042,98,22.3124,1115618,25389.737,62596,169.62,1192,65.356,1901
2026-03-26 11:04:25,BASELINE,low,0,worker1,215,3584.0,25498.58,878.04,127.81,705.57,2.7031,1.0547,88,116,16.7562,837811,13521.904,64998,90.292,1078,69.8,1813
2026-03-26 11:04:30,BASELINE,low,0,worker1,218,1536.0,25510.96,878.04,127.81,705.57,0.8828,0.6953,34,100,28.2943,1414717,22678.074,56564,43.388,1091,59.405,1453
2026-03-26 11:04:35,BASELINE,low,0,worker1,217,1280.0,25517.94,878.04,127.81,705.57,1.1797,1.0859,44,118,7.6707,383536,7716.765,61085,50.25,1033,63.111,1478
2026-03-26 11:04:40,BASELINE,low,0,worker1,217,5888.0,25499.67,878.04,127.81,705.57,0.0,1.1719,0,182,11.9876,599379,8655.752,62278,46.664,1024,62.881,1539
2026-03-26 11:04:45,BASELINE,low,0,worker1,218,2048.0,25473.46,878.04,127.81,705.57,19.3516,6.5547,1076,306,23.1948,1159741,12937.432,61701,101.944,1246,58.756,1591
2026-03-26 11:04:50,BASELINE,low,0,worker1,224,3328.0,25455.25,878.04,127.81,705.56,0.4688,0.7109,8,100,25.9943,1299714,30075.725,63595,42.634,1082,64.319,1987
2026-03-26 11:04:55,BASELINE,low,0,worker1,216,1536.0,25485.9,878.04,127.81,705.56,14.9219,0.9922,556,110,33.3388,1666940,29439.51,61913,196.489,1130,65.855,1785
2026-03-26 11:05:00,BASELINE,low,0,worker1,216,1536.0,25485.28,878.04,127.81,705.56,0.0,1.0156,0,142,33.677,1683848,10741.175,55909,39.69,1035,64.849,1564
