window_index,pod_name,cpu_usage_mcores,ram_usage_mi,disk_space_mb,disk_usage_mb,disk_ios,cpu_psi_some_us,sched_total_ms,dstate_total_ms,softirq_total_ms,pod_cpu_watts,tier
1,es-stress-d/elasticsearch-dynamic-0,7.93,1543.75,1414.09,0.0,0,1639,1673.2052,7.3527,11.2758,0.0181,A
1,sa5/customer-feedback,122.43,3167.95,6724.16,0.0,0,476,1673.2052,7.3527,11.2758,0.109,A
1,sa4/customer-feedback,122.15,3473.29,6991.31,0.0,0,792,1673.2052,7.3527,11.2758,0.103,A
1,sa3/customer-feedback,120.43,3903.27,7364.82,3.9414,38,490,1673.2052,7.4181,11.2758,0.0947,A
1,sa2/customer-feedback,126.7,4286.5,7726.16,0.0,0,505,1673.2052,7.9453,11.2758,0.101,A
1,sa1/customer-feedback,120.0,9879.73,13113.48,3.7695,38,440,1673.2052,12.0834,11.2758,0.0927,A
1,es-stress-d3/elasticsearch-dynamic-0,8.05,1553.09,1414.09,0.0,0,4021,3764.3984,7.3527,11.2758,0.0121,A
1,es-stress-d2/elasticsearch-dynamic-0,7.44,1557.04,1414.09,0.0,0,1819,1702.9199,7.3527,11.2758,0.0141,A
2,sa2/customer-feedback,124.02,4287.38,7726.16,0.0,0,529,1673.2052,16.3163,12.7726,0.11,A
2,sa1/customer-feedback,124.11,9880.46,13113.48,0.0,0,480,1673.2052,25.6915,12.7726,0.104,A
2,sa3/customer-feedback,121.76,3903.52,7364.82,0.0,0,522,1673.2052,15.5069,12.7726,0.108,A
2,sa4/customer-feedback,125.72,3473.58,6991.31,3.8945,38,717,1807.9271,15.0784,12.7726,0.0936,A
2,sa5/customer-feedback,119.62,3168.61,6724.16,0.0,0,1270,3202.3255,14.1182,12.7726,0.102,A
2,es-stress-d2/elasticsearch-dynamic-0,14.81,1558.93,1414.09,0.0039,1,1545,3895.7424,7.3527,12.7726,0.0042,A
2,es-stress-d3/elasticsearch-dynamic-0,20.38,1554.54,1414.09,0.0039,1,1516,3822.6185,7.3527,12.7726,0.0042,A
2,es-stress-d/elasticsearch-dynamic-0,17.55,1545.62,1414.09,0.0039,1,1696,4276.4914,7.3527,12.7726,0.0042,A
3,sa4/customer-feedback,122.84,3474.19,6991.31,0.0,0,993,1881.1976,15.3918,9.8008,0.211,A
3,sa3/customer-feedback,116.63,3904.27,7364.82,0.0,0,558,1673.2052,15.633,9.8008,0.195,A
3,sa2/customer-feedback,118.6,4287.32,7726.16,3.8828,38,501,1673.2052,16.4306,9.8008,0.219,A
3,sa5/customer-feedback,115.52,3169.02,6724.16,3.918,38,414,1673.2052,14.3095,9.8008,0.195,A
3,sa1/customer-feedback,127.37,9880.14,13113.48,0.0,0,466,1673.2052,26.5235,9.8008,0.187,A
3,es-stress-d/elasticsearch-dynamic-0,13.99,1545.52,1414.09,0.0352,8,940,1780.7913,7.3527,9.8008,0.0162,A
3,es-stress-d2/elasticsearch-dynamic-0,12.97,1558.84,1414.09,0.0,0,1061,2010.0208,7.3527,9.8008,0.0203,A
3,es-stress-d3/elasticsearch-dynamic-0,8.16,1553.78,1414.09,0.0,0,2157,4086.3477,7.3527,9.8008,0.0122,A
4,sa1/customer-feedback,119.3,9880.91,13113.48,0.0,0,423,1673.2052,10.5893,10.3431,0.105,A
4,sa2/customer-feedback,123.21,4287.48,7726.16,0.0,0,400,1673.2052,7.3527,10.3431,0.1,A
4,sa3/customer-feedback,125.99,3904.37,7364.82,0.0,0,634,1673.2052,7.3527,10.3431,0.105,A
4,sa4/customer-feedback,124.22,3474.34,6991.31,0.0,0,735,1673.2052,7.3527,10.3431,0.1,A
4,sa5/customer-feedback,125.14,3169.13,6724.16,0.0,0,497,1673.2052,7.3527,10.3431,0.107,A
4,es-stress-d/elasticsearch-dynamic-0,484.64,4734.91,1414.09,0.0,0,764,1673.2052,12.0913,10.3431,0.0041,A
4,es-stress-d2/elasticsearch-dynamic-0,483.18,4689.55,1414.09,0.0,0,1114,1673.2052,12.0278,10.3431,0.0062,A
4,es-stress-d3/elasticsearch-dynamic-0,483.91,4751.72,1414.09,0.0,0,1124,1673.2052,12.094,10.3431,0.0062,A
5,sa2/customer-feedback,6149.71,4292.05,7726.16,0.0,0,357,4322.5252,31.8117,12.8621,0.144,A
