window_index,pod_name,cpu_usage_mcores,ram_usage_mi,disk_space_mb,disk_usage_mb,disk_ios,cpu_psi_some_us,sched_total_ms,dstate_total_ms,softirq_total_ms,pod_cpu_watts,tier
1,es-stress-d/elasticsearch-dynamic-0,1009.82,14840.03,1414.11,0.0,0,429,79.73,59.4075,218.2227,0.0,B
1,sn1/media-mongodb,13.45,68.55,701.36,0.0312,4,1448,269.1119,0.3367,218.2227,0.0278,B
1,sn1/media-memcached,0.24,4.41,75.33,0.0,0,0,0.0,0.0172,1.226,0.0,B
1,sn1/media-frontend,0.0,2027.74,648.43,0.0,0,0,0.0,7.1389,218.2227,0.0,B
1,sn1/jaeger,0.5,130.47,75.0,0.0,0,0,0.0,0.4629,218.2227,0.0,B
1,sn1/home-timeline-service,0.02,39.01,251.42,0.0,0,0,0.0,0.1375,1.226,0.0,B
1,sn1/home-timeline-redis,3.27,614.48,309.67,0.0,0,589,109.4661,2.1865,218.2227,0.0,B
1,sn1/media-service,0.03,3.98,251.42,0.0,0,0,0.0,0.0142,1.226,0.0,B
1,sn1/compose-post-service,0.0,15.2,251.42,0.0,0,0,0.0,0.0535,1.226,0.0,B
1,sa1/customer-feedback,14403.81,3682.09,7166.92,0.0,0,20550,3819.2336,115.1166,218.2227,0.139,B
1,sn1/post-storage-memcached,0.61,69.47,75.33,0.0,0,0,0.0,0.2489,218.2227,0.0,B
1,sn1/post-storage-mongodb,14.18,571.04,845.37,0.0391,6,303,56.3128,2.111,218.2227,0.0,B
1,sn1/post-storage-service,0.13,14.11,251.42,0.0,0,0,0.0,0.0506,1.226,0.0,B
1,sn1/user-timeline-service,0.09,40.22,251.42,0.0,0,0,0.0,0.1422,1.226,0.0,B
1,sn1/user-timeline-redis,3.39,25.16,105.03,0.0,0,593,110.2095,0.1126,1.226,0.0,B
1,sn1/user-timeline-mongodb,14.63,698.04,787.23,0.0273,2,419,77.8715,2.5613,218.2227,0.0278,B
1,sn1/user-service,0.1,18.06,251.42,0.0,0,0,0.0,0.0643,1.226,0.0,B
1,sn1/user-mongodb,14.3,94.18,702.08,0.0312,4,338,62.8176,0.433,218.2227,0.0278,B
1,sn1/user-mention-service,0.04,4.93,251.42,0.0,0,0,0.0,0.0176,1.226,0.0,B
1,sn1/user-memcached,0.28,6.08,75.33,0.0,0,0,0.0,0.0234,1.226,0.0,B
1,sn1/url-shorten-service,0.1,5.37,251.42,0.0,0,0,0.0,0.0196,1.226,0.0,B
1,sn1/url-shorten-mongodb,13.11,570.89,778.19,0.0273,2,990,183.9923,2.1029,218.2227,0.0139,B
1,sn1/url-shorten-memcached,0.29,4.41,75.33,0.0,0,0,0.0,0.0176,1.226,0.0,B
1,sn1/unique-id-service,0.01,4.09,251.42,0.0,0,0,0.0,0.0145,1.226,0.0,B
1,sn1/text-service,0.0,5.03,251.42,0.0,0,0,0.0,0.0177,1.226,0.0,B
1,sn1/social-graph-service,0.1,31.2,251.42,0.0,0,0,0.0,0.1106,1.226,0.0,B
1,sn1/social-graph-redis,2.15,19.82,103.57,0.0,0,287,53.3392,0.085,1.226,0.0,B
1,sn1/social-graph-mongodb,16.71,747.37,756.54,0.0312,4,270,50.1797,2.7497,218.2227,0.0,B
1,sn1/nginx-thrift,5.52,30393.86,620.32,0.0,0,411,76.3847,107.0437,218.2227,0.0,B
1,hotel1/mongodb-reservation,12.22,266.28,400.43,0.0312,14,382,70.995,1.0241,218.2227,0.0,B
1,hotel1/mongodb-recommendation,10.13,74.5,400.43,0.0,0,2066,383.9677,0.3341,218.2227,0.0278,B
1,hotel1/mongodb-rate,9.3,76.04,400.43,0.0,0,267,49.6222,0.3337,218.2227,0.0139,B
1,hotel1/mongodb-profile,10.74,75.82,400.43,0.0,0,313,58.1713,0.3431,218.2227,0.0139,B
1,hotel1/mongodb-geo,9.62,74.61,400.43,0.0,0,202,37.5419,0.3309,218.2227,0.0278,B
1,hotel1/memcached-reserve,268.54,7.67,79.27,0.0,0,2012,373.9318,1.9315,218.2227,0.0,B
1,hotel1/memcached-rate,208.32,7.59,79.27,0.0,0,3796,705.4896,1.5042,218.2227,0.0,B
1,hotel1/memcached-profile,230.55,9.75,79.27,0.0,0,4257,791.1668,1.6694,218.2227,0.0139,B
1,hotel1/jaeger,0.26,14.89,81.01,0.0,0,0,0.0,0.0543,1.226,0.0,B
1,hotel1/geo,1205.44,29.75,1119.06,0.0,0,2321,431.3597,8.6539,218.2227,0.0,B
1,hotel1/frontend,9642.41,119.75,1119.14,0.0,0,637980,118569.0842,68.8067,218.2227,0.0,B
1,hotel1/consul,24.65,31.5,212.87,0.0,0,8884,1651.0984,0.2857,218.2227,0.0278,B
1,es-stress-d4/elasticsearch-dynamic-0,1008.74,15055.45,1414.11,0.0,0,454,84.3763,60.1583,218.2227,0.0,B
1,es-stress-d3/elasticsearch-dynamic-0,8.18,1578.35,1414.11,0.0078,2,3529,655.8674,5.6147,218.2227,1.31,B
1,hotel1/mongodb-user,10.18,75.84,400.43,0.0,0,310,57.6137,0.3392,218.2227,0.0139,B
1,hotel1/profile,3860.26,51.27,1119.06,0.0,0,65943,12255.5584,27.5579,218.2227,0.0139,B
1,es-stress-d2/elasticsearch-dynamic-0,1011.4,14999.71,1414.11,0.0,0,158,29.3644,59.9809,218.2227,0.0,B
1,hotel1/rate,2078.41,38.48,1119.14,0.0,0,3099,575.9516,14.8758,218.2227,0.0,B
1,hotel1/user,62.23,19.64,1119.06,0.0,0,2396,445.2985,0.5105,218.2227,0.0139,B
1,hotel1/search,3069.77,38.82,1119.06,0.0,0,12604,2342.4633,21.9078,218.2227,0.0,B
1,hotel1/reservation,4437.95,89.66,1119.06,0.0,0,645646,119993.8163,31.7901,218.2227,0.0139,B
1,hotel1/recommendation,745.16,26.34,1119.06,0.0,0,2735,508.3019,5.3775,218.2227,0.0,B
2,sn1/home-timeline-service,404.22,52.58,251.42,0.0,0,1521,235.5273,3.3952,239.4471,0.0,B
2,sn1/jaeger,49.95,129.9,75.0,0.0,0,85,13.1623,0.7464,239.4471,0.0,B
2,sn1/media-memcached,0.25,4.41,75.33,0.0,0,0,0.0,0.0137,1.226,0.0,B
2,sn1/media-mongodb,12.4,68.55,701.36,0.0,0,385,59.6174,0.2814,239.4471,0.0193,B
2,sn1/media-frontend,0.0,2027.74,648.43,0.0,0,0,0.0,5.3706,239.4471,0.0,B
2,sn1/home-timeline-redis,474.12,726.16,309.67,0.0,0,1672,258.9097,5.7423,239.4471,0.0096,B
2,sa1/customer-feedback,10077.49,3683.36,7166.92,0.0,0,1684,260.7679,90.9289,239.4471,0.0674,B
2,sn1/media-service,18.15,3.96,251.42,0.0,0,740,114.5892,0.1567,239.4471,0.0,B
2,sn1/compose-post-service,327.99,22.76,251.42,0.0,0,3203,495.9854,2.7022,239.4471,0.0,B
2,sn1/post-storage-memcached,371.54,70.39,75.33,0.0,0,1830,283.376,3.1792,239.4471,0.0,B
2,sn1/url-shorten-memcached,0.26,4.41,75.33,0.0,0,0,0.0,0.0138,1.226,0.0,B
2,sn1/post-storage-service,1042.82,17.2,251.42,0.0,0,2005,310.4748,8.4454,239.4471,0.0,B
2,sn1/user-timeline-service,388.02,54.64,251.42,0.0,0,2382,368.8533,3.2702,239.4471,0.0,B
2,sn1/user-timeline-redis,83.64,27.1,105.03,0.0078,4,1638,253.6447,0.7455,239.4471,0.0096,B
2,sn1/user-timeline-mongodb,132.77,698.94,787.23,0.0039,2,1661,257.2063,2.9206,239.4471,0.0096,B
2,sn1/user-service,19.04,18.04,251.42,0.0,0,511,79.1285,0.2011,239.4471,0.0,B
2,sn1/user-mongodb,12.84,94.37,702.08,0.0898,12,218,33.7574,0.3534,239.4471,0.0193,B
2,sn1/user-mention-service,52.48,5.23,251.42,0.0,0,1500,232.2754,0.4366,239.4471,0.0,B
2,sn1/post-storage-mongodb,226.22,571.71,845.37,0.0,0,1679,259.9936,3.3364,239.4471,0.0096,B
2,sn1/user-memcached,40.71,6.12,75.33,0.0,0,2461,381.0865,0.3441,239.4471,0.0,B
2,sn1/url-shorten-mongodb,186.16,571.46,778.19,0.0039,2,977,151.2887,3.013,239.4471,0.0096,B
2,sn1/unique-id-service,19.3,4.07,251.42,0.0,0,660,102.2012,0.1662,239.4471,0.0,B
2,sn1/text-service,137.92,6.18,251.42,0.0,0,1781,275.7883,1.1273,239.4471,0.0,B
2,sn1/social-graph-service,33.77,31.2,251.42,0.0,0,908,140.604,0.3546,239.4471,0.0,B
2,sn1/social-graph-redis,19.55,19.9,103.57,0.0,0,815,126.203,0.2102,239.4471,0.0,B
2,sn1/social-graph-mongodb,13.01,747.37,756.54,0.0,0,221,34.2219,2.0843,239.4471,0.0096,B
2,sn1/url-shorten-service,81.73,5.57,251.42,0.0,0,2233,345.7807,0.6731,239.4471,0.0,B
2,sn1/nginx-thrift,3563.95,30266.5,620.32,0.0,0,1364,211.2158,108.87,239.4471,0.0096,B
2,hotel1/mongodb-reservation,13.14,266.28,400.43,0.0391,5,404,62.5595,0.8111,239.4471,0.0193,B
2,hotel1/mongodb-recommendation,14.15,74.69,400.43,0.0312,1,223,34.5316,0.3118,239.4471,0.0096,B
2,hotel1/mongodb-rate,12.93,76.04,400.43,0.0312,1,398,61.6304,0.3055,239.4471,0.0193,B
2,hotel1/mongodb-profile,13.32,75.82,400.43,0.0312,1,269,41.6547,0.3081,239.4471,0.0096,B
2,hotel1/mongodb-geo,12.72,74.61,400.43,0.0312,1,219,33.9122,0.3001,239.4471,0.0,B
2,hotel1/memcached-reserve,149.42,7.34,79.27,0.0,0,1758,272.2268,1.223,239.4471,0.0,B
2,hotel1/memcached-rate,122.81,7.53,79.27,0.0,0,4684,725.3187,1.0092,239.4471,0.0,B
2,hotel1/memcached-profile,127.84,7.91,79.27,0.0,0,5850,905.8741,1.0507,239.4471,0.0,B
2,hotel1/jaeger,0.26,14.89,81.01,0.0,0,0,0.0,0.0415,1.226,0.0,B
2,hotel1/geo,719.46,26.52,1119.06,0.0,0,3640,563.655,5.8654,239.4471,0.0,B
2,hotel1/frontend,4616.58,91.98,1119.14,0.0,0,181992,28181.5104,37.4297,239.4471,0.0,B
2,hotel1/consul,21.31,31.5,212.87,0.0,0,6036,934.6762,0.2551,239.4471,0.0289,B
2,es-stress-d4/elasticsearch-dynamic-0,1003.84,20190.21,1414.11,0.0039,2,666,103.1303,61.5609,239.4471,0.886,B
2,es-stress-d3/elasticsearch-dynamic-0,6.28,1578.35,1414.11,0.0,0,906,140.2943,4.2309,239.4471,0.886,B
2,es-stress-d2/elasticsearch-dynamic-0,1005.64,20104.71,1414.11,0.0039,2,166,25.7051,61.3489,239.4471,0.896,B
2,hotel1/mongodb-user,14.46,75.84,400.43,0.0312,1,244,37.7835,0.3173,239.4471,0.0096,B
2,hotel1/profile,1879.74,47.4,1119.06,0.0,0,60429,9357.447,15.2667,239.4471,0.0,B
2,es-stress-d/elasticsearch-dynamic-0,1004.4,19853.93,1414.11,0.0195,6,799,123.7254,60.6747,239.4471,0.915,B
2,hotel1/rate,1067.67,36.84,1119.14,0.0,0,3669,568.1456,8.6976,239.4471,0.0,B
2,hotel1/user,26.02,20.2,1119.06,0.0,0,1064,164.7607,0.2631,239.4471,0.0,B
2,hotel1/search,1693.77,30.6,1119.06,0.0,0,17407,2695.4787,13.7242,239.4471,0.0,B
2,hotel1/reservation,2057.42,74.38,1119.06,0.0,0,222065,34386.8253,16.7693,239.4471,0.0,B
2,hotel1/recommendation,406.36,25.11,1119.06,0.0,0,3157,488.8623,3.3397,239.4471,0.0,B
